episode,score,avg_score_100,epsilon,episode_steps,mean_loss,duration_s
33,-295.43784121581086,-270.5708084644259,0.00998645168764533,626,11.607074277279095,1.9165928363800049
34,-357.91935530513393,-273.13988337150556,0.00998645168764533,187,9.985166617255798,0.5606861114501953
35,-194.06022017114321,-270.88046442292375,0.00998645168764533,723,9.307650595532413,2.165364980697632
36,-303.61606301894267,-271.7897866061465,0.00998645168764533,208,7.765592453571466,0.6229698657989502
37,14.026788890501535,-264.0650142954263,0.00998645168764533,285,8.60324705399965,0.8519008159637451
38,-171.36661796921584,-261.62558281315756,0.00998645168764533,266,13.409162601133934,0.7962520122528076
39,-283.12812689619506,-262.176930097338,0.00998645168764533,397,11.868187340440919,1.4899790287017822
40,-756.2939311908945,-274.529855124677,0.00998645168764533,218,9.150965029493385,0.7303531169891357
41,-5.78197424511735,-267.9750287617609,0.00998645168764533,1000,11.67199950158596,3.013502836227417
42,-25.46518534725844,-262.2009848709394,0.00998645168764533,262,13.32342342884486,0.775202751159668
43,-257.31411206351356,-262.08733666611556,0.00998645168764533,444,10.748345662881663,1.3334031105041504
44,-42.876138219239294,-257.1052639741411,0.00998645168764533,214,9.482895634998785,0.6439330577850342
45,-246.1361465548354,-256.86150580926767,0.00998645168764533,410,11.260651223543213,2.0307300090789795
46,-11.473475405236734,-251.52698340918002,0.00998645168764533,1000,10.544212982475758,4.525629758834839
47,-112.89195027365722,-248.57730185310507,0.00998645168764533,1000,9.463393743634224,5.597124099731445
48,-367.20317096794827,-251.04867412633098,0.00998645168764533,594,8.32228318488959,2.9765708446502686
49,-203.93870009000545,-250.08724608477334,0.00998645168764533,627,8.488243567316156,2.203184127807617
50,-45.72052582857325,-245.99991167964933,0.00998645168764533,1000,7.922479850292206,3.7731690406799316
51,-8.715512042553621,-241.34727639264747,0.00998645168764533,1000,7.37688097846508,4.7238850593566895
52,-114.21668388084761,-238.9024573058821,0.00998645168764533,119,10.423592363085065,0.41275596618652344
53,-21.71912426921365,-234.80465856934117,0.00998645168764533,415,8.835466119180243,1.5042450428009033
54,-24.15536331540171,-230.90374569426822,0.00998645168764533,1000,9.657624842941761,3.8735899925231934
55,-75.25688427426317,-228.07380275935907,0.00998645168764533,232,7.599201728557718,1.0125041007995605
56,-250.60534042793196,-228.47615164629778,0.00998645168764533,578,7.199426799084488,2.0604679584503174
57,18.990088050210723,-224.13463866916607,0.00998645168764533,1000,7.0708075511455535,3.0395870208740234
58,-19.94634563078978,-220.61415085815958,0.00998645168764533,1000,6.595712937474251,3.880798101425171
59,-290.5076770357265,-221.79878689506748,0.00998645168764533,769,6.095027038117844,4.146629095077515
60,-408.80829970375703,-224.91561210854564,0.00998645168764533,563,7.825671351188877,1.6787619590759277
61,12.086945607546854,-221.0303242771343,0.00998645168764533,1000,7.154794294238091,2.9533891677856445
62,-10.382246255932268,-217.63277463163104,0.00998645168764533,1000,5.682942100107669,4.281786203384399
63,-9.236097857209998,-214.3248908733069,0.00998645168764533,272,5.772446266868535,1.068998098373413
64,-119.56371331662851,-212.84424747398378,0.00998645168764533,1000,4.948135373651981,3.1238181591033936
65,-45.472608545349466,-210.26929918277403,0.00998645168764533,324,4.334350296376664,0.9788422584533691
66,-2.2084970018793304,-207.1168627860938,0.00998645168764533,1000,4.480095296680927,3.022526979446411
67,-7.281361727137335,-204.13424336730338,0.00998645168764533,1000,3.690310411095619,3.0162582397460938
68,-48.371142653579,-201.84360953327803,0.00998645168764533,530,3.8501526933796,1.5973241329193115
69,12.349744999991529,-198.7393580183031,0.00998645168764533,1000,4.2421004297733305,3.013875961303711
70,-11.134141440655627,-196.0592834957653,0.00998645168764533,1000,4.045949044823646,3.005101203918457
71,10.642459187915478,-193.1479913452909,0.00998645168764533,243,3.946134969530773,0.7401399612426758
72,-8.81196042627343,-190.5877686936379,0.00998645168764533,1000,3.49634773683548,3.186630964279175
73,-31.435838621460697,-188.40760526799164,0.00998645168764533,1000,3.605279909968376,3.0039761066436768
74,-152.12237830380926,-187.91726436307027,0.00998645168764533,1000,3.456532477080822,3.031524896621704
75,-6.18593510326167,-185.4941799729395,0.00998645168764533,236,3.1015587782455705,0.7084050178527832
76,16.324112738660453,-182.83867612147105,0.00998645168764533,1000,3.7110337504148485,3.01824688911438
77,-36.329915869052215,-180.9359649493617,0.00998645168764533,1000,3.34152555757761,3.0407021045684814
78,-17.54882184138884,-178.84125798643896,0.00998645168764533,1000,3.170568356812,3.049315929412842
79,-10.331456755584094,-176.70822252782057,0.00998645168764533,1000,3.1361306396722792,3.001634120941162
80,-15.93895915316935,-174.69860673563744,0.00998645168764533,417,3.080644534217368,1.3257958889007568
81,-160.2206077050915,-174.51986600686527,0.00998645168764533,1000,2.940753948777914,3.018035888671875
82,-77.20141226336206,-173.33305559535916,0.00998645168764533,1000,2.493683984220028,3.014172077178955
83,-19.8618258615114,-171.48400463471037,0.00998645168764533,1000,1.9690363440513612,2.987818956375122
84,-10.07378506270487,-169.5624544017103,0.00998645168764533,1000,1.8510284727215767,3.0011439323425293
85,-145.7102909873599,-169.28184071448266,0.00998645168764533,1000,1.4827587190866471,3.006165027618408
86,2.648296315771664,-167.28265307459597,0.00998645168764533,1000,1.4681719106435775,3.0051522254943848
87,-136.11933591130295,-166.924454026742,0.00998645168764533,1000,1.3824498341083526,3.0119192600250244
88,6.653627619283354,-164.951975826219,0.00998645168764533,1000,1.5593426618278026,2.9905049800872803
89,-145.54879547702933,-164.73396256386854,0.00998645168764533,1000,1.4572736788988114,3.026289939880371
90,-259.28982701497625,-165.78458327999198,0.00998645168764533,141,1.5939796985463892,0.4237639904022217
91,-88.03529408336782,-164.93019548662247,0.00998645168764533,1000,1.4155637248158455,2.9920451641082764
92,-165.63812973798312,-164.93789042413727,0.00998645168764533,1000,1.525288534283638,3.0104310512542725
93,-132.5101315487621,-164.58920484483215,0.00998645168764533,1000,1.429164188861847,3.01440167427063
94,-120.81926284685491,-164.1235671640026,0.00998645168764533,1000,1.4520864916443825,2.9970810413360596
95,-134.73076306445043,-163.81416922611257,0.00998645168764533,1000,1.222207818210125,3.0100271701812744
96,-160.32634810792686,-163.7778377561315,0.00998645168764533,232,1.223319527147145,0.6970608234405518
97,-155.08723156908235,-163.6882438779145,0.00998645168764533,1000,2.2369917294085027,3.0168211460113525
98,-149.70395775940457,-163.54554708078683,0.00998645168764533,1000,2.459159248530865,3.022284984588623
99,-185.9527190562242,-163.7718821512458,0.00998645168764533,1000,1.7149757149517537,3.011767625808716
100,-164.23572597586823,-163.77652058949204,0.00998645168764533,1000,1.845420722514391,2.997521162033081
101,-168.55856058822172,-163.3686346908854,0.00998645168764533,1000,1.904190297693014,3.2906482219696045
102,-165.78228663237616,-162.87917855145804,0.00998645168764533,1000,2.4813481744229793,3.013690948486328
103,-167.3278862286799,-162.30415449919104,0.00998645168764533,1000,1.6513790160119532,3.014928102493286
104,-199.90101054691056,-161.75410311267532,0.00998645168764533,1000,1.884856061309576,3.0082521438598633
105,-146.09463672211905,-157.85023203011906,0.00998645168764533,185,2.3652726078355633,0.5525612831115723
106,-274.6945513887941,-152.76179551536453,0.00998645168764533,85,0.7798248925629784,0.2555699348449707
107,-120.65073971991305,-148.68429795286852,0.00998645168764533,177,0.7322001224857265,0.5291321277618408
108,-175.5080162853642,-148.02451891463406,0.00998645168764533,150,8.219880446791649,0.4530329704284668
109,-147.4506678517651,-147.88267076618874,0.00998645168764533,182,4.933897800334207,0.5467069149017334
110,-153.99034074198343,-148.59330869854747,0.00998645168764533,1000,8.12242566564679,3.0139646530151367
111,-144.75479601264558,-146.32407622102,0.00998645168764533,288,6.947978575196531,0.8726251125335693
112,-139.41118064746692,-145.50866110362108,0.00998645168764533,144,5.5708041778869095,0.42589712142944336
113,-150.79374596909997,-146.78321259758374,0.00998645168764533,232,7.0097081785828905,0.6983919143676758
114,-126.27346466312275,-145.35875715119556,0.00998645168764533,143,13.708220568570225,0.43497419357299805
115,-119.30300426246221,-144.41357062178722,0.00998645168764533,164,11.913058713805384,0.49496006965637207
116,-146.85828704036996,-143.61000689557372,0.00998645168764533,1000,10.70513719022274,3.016278028488159
117,-231.5612691631353,-142.68326169730847,0.00998645168764533,762,10.590069311966733,2.2871408462524414
118,-142.66235985307006,-141.2711765114445,0.00998645168764533,1000,15.079894598245621,3.0087568759918213
119,-183.38995689801092,-141.96970025621354,0.00998645168764533,1000,11.306815940886736,2.9982171058654785
120,-135.51221568046265,-140.21149435136692,0.00998645168764533,146,15.849589008991032,0.4411451816558838
121,-376.79867612193897,-141.24021765280355,0.00998645168764533,190,14.427379388871946,0.5713472366333008
122,-159.15557329787111,-138.50664127983023,0.00998645168764533,1000,13.518240533322096,3.0051238536834717
123,-100.87261293000526,-135.5567459407498,0.00998645168764533,162,15.060054608333258,0.48990321159362793
124,-161.5368801258502,-134.0071709191468,0.00998645168764533,457,11.77933642692065,1.381983995437622
125,-256.05646022147243,-132.63329591125685,0.00998645168764533,758,18.759282988970387,2.2838940620422363
126,-198.75668408362145,-133.16322006341068,0.00998645168764533,639,23.635258096857623,1.9042150974273682
127,-286.073447139636,-133.26467645526424,0.00998645168764533,107,17.62555465854217,0.3204307556152344
128,-243.9533461595917,-134.13381319326328,0.00998645168764533,690,14.90820941320364,2.502561092376709
129,-224.5952621720608,-135.78710826667054,0.00998645168764533,139,14.38816824919886,0.42212986946105957
130,-237.25712163234306,-135.43816413890295,0.00998645168764533,817,14.503451116665778,2.7193379402160645
131,-120.09707210586654,-134.29765476224765,0.00998645168764533,247,18.912552798807862,0.7454862594604492
132,-97.52955718159788,-134.47414890906785,0.00998645168764533,96,20.208827576910455,0.3160970211029053
133,-105.18854982288879,-132.57165599513866,0.00998645168764533,72,13.437346893880102,0.2981548309326172
134,-126.08498634198345,-130.25331230550714,0.00998645168764533,136,18.694519073647612,0.5700461864471436
135,-152.04955463062953,-129.83320565010203,0.00998645168764533,158,21.887646215625956,0.6210360527038574
136,-153.76832210747202,-128.3347282409873,0.00998645168764533,168,15.352873591794854,0.5398731231689453
137,-130.43178031140135,-129.77931393300634,0.00998645168764533,1000,15.043889736890792,4.272538185119629
138,-224.88047847855916,-130.31445253809977,0.00998645168764533,470,17.037922065055117,1.9430081844329834
139,-354.87206507395774,-131.03189191987738,0.00998645168764533,774,14.728733599802013,2.5765891075134277
140,-276.82725955461706,-126.23722520351461,0.00998645168764533,822,13.400020367690246,2.6072628498077393
141,-176.08333473831198,-127.94023880844655,0.00998645168764533,166,12.14633733213666,0.5055220127105713
142,-190.5280439824482,-129.59086739479847,0.00998645168764533,120,19.415480753779413,0.3997831344604492
143,-142.78576988249276,-128.44558397298823,0.00998645168764533,105,10.503770524547214,0.3820648193359375
144,-193.03090605580468,-129.94713165135389,0.00998645168764533,127,12.828431291843025,0.43221592903137207
145,-228.441204911594,-129.77018223492146,0.00998645168764533,175,16.433134182861874,0.6013889312744141
146,-161.77208726699112,-131.27316835353903,0.00998645168764533,120,20.772109021743137,0.40973711013793945
147,-166.6508749527962,-131.81075760033042,0.00998645168764533,390,16.754470460537153,1.2761290073394775
148,-175.67894745324693,-129.89551536518343,0.00998645168764533,362,25.31489635402985,1.4812960624694824
149,-167.17451435873818,-129.52787350787074,0.00998645168764533,295,16.60774043030658,0.8880293369293213
150,-113.38427574645387,-130.20451100704955,0.00998645168764533,1000,18.866996795713902,3.4470603466033936
151,-110.42656347660441,-131.22162152139006,0.00998645168764533,1000,15.274791315257549,3.3201792240142822
152,-96.19228925517174,-131.0413775751333,0.00998645168764533,229,9.024011115319864,0.7086670398712158
153,-143.49250698480301,-132.2591114022892,0.00998645168764533,522,15.170314548230262,1.5624639987945557
154,-156.00761484350795,-133.57763391757027,0.00998645168764533,117,17.734570719747463,0.3483860492706299
155,-302.0428415366331,-135.84549349019395,0.00998645168764533,827,13.642783013984399,2.6632261276245117
156,-118.32773580429512,-134.5227174439576,0.00998645168764533,131,11.970389761997543,0.41890597343444824
157,-213.9807241368008,-136.8524255658277,0.00998645168764533,532,15.033212908116498,1.7101666927337646
158,-148.85801448211694,-138.14154225434098,0.00998645168764533,459,12.893324189845773,1.579097032546997
159,-120.69655504534191,-136.44343103443714,0.00998645168764533,1000,14.300204935789107,3.7297887802124023
160,-123.88698335338164,-133.59421787093336,0.00998645168764533,471,14.684640541071598,1.5844080448150635
161,-155.9575587658538,-135.27466291466737,0.00998645168764533,1000,10.801503692865372,3.016486883163452
162,-254.23745345124985,-137.71321498662053,0.00998645168764533,859,12.15858317677439,2.5672991275787354
163,-95.5633219295532,-138.57648722734396,0.00998645168764533,423,10.383525369578782,1.2625939846038818
164,-189.69868105763152,-139.277836904754,0.00998645168764533,489,12.66445369479115,1.4463801383972168
165,-205.71291653296987,-140.8802399846302,0.00998645168764533,123,11.464034432560448,0.3660411834716797
166,-203.05927650916544,-142.88874777970307,0.00998645168764533,466,10.958751519862163,1.379753828048706
167,-123.63178013278818,-144.0522519637596,0.00998645168764533,141,9.086829125881195,0.4170570373535156
168,-102.8206208538993,-144.5967467457628,0.00998645168764533,153,14.545031478591994,0.4506258964538574
169,-154.7439728267165,-146.26768392402988,0.00998645168764533,130,8.87204674574045,0.3875582218170166
170,-160.4947194331908,-147.7612897039552,0.00998645168764533,1000,11.616652127325535,2.9625437259674072
171,-271.98160654145806,-150.58753036124898,0.00998645168764533,778,11.803631547560729,2.3032920360565186
172,-127.69137039415229,-151.77632446092773,0.00998645168764533,1000,10.519506146728993,2.9770710468292236
173,-153.93269318015186,-153.00129300651463,0.00998645168764533,137,3.8730494340840917,0.4060218334197998
174,-167.3713429735531,-153.15378265321206,0.00998645168764533,496,11.09952992296988,1.4606029987335205
175,-199.4595787333132,-155.0865190895126,0.00998645168764533,317,9.624287473854583,0.933495044708252
176,-179.7434938489676,-157.04719515538886,0.00998645168764533,142,9.801852920105759,0.4203481674194336
177,-158.3630623226528,-158.2675266199249,0.00998645168764533,1000,9.480224981486797,2.9658937454223633
178,-139.72190446282204,-159.48925744613922,0.00998645168764533,1000,7.968053713291884,2.96722412109375
179,-164.7961281295718,-161.03390415987909,0.00998645168764533,176,5.919624770060182,0.5225069522857666
180,-431.96107082442995,-165.1941252765917,0.00998645168764533,775,9.844563940801928,2.296205997467041
181,-105.6501397411692,-164.6484205969525,0.00998645168764533,1000,9.811386158168316,2.970459222793579
182,-151.29795724998868,-165.38938604681877,0.00998645168764533,116,11.406965543997698,0.34527087211608887
183,-127.82266751770962,-166.46899446338074,0.00998645168764533,1000,10.28127574828267,3.0987870693206787
184,-144.53299418507532,-167.81358655460446,0.00998645168764533,1000,6.678307356774807,3.0360851287841797
185,-181.59168430397102,-168.17240048777055,0.00998645168764533,180,5.554332477185461,0.5492739677429199
186,-135.63795443087895,-169.55526299523706,0.00998645168764533,1000,6.623330799639225,3.020064115524292
187,-127.43657097146249,-169.46843534583866,0.00998645168764533,1000,5.773890498638153,2.9519999027252197
188,-190.72065767811796,-171.44217819881266,0.00998645168764533,297,3.9707584225569508,0.8791046142578125
189,-186.3531108773224,-171.8502213528156,0.00998645168764533,169,5.231590674473689,0.4999511241912842
190,-114.12317440957236,-170.39855482676154,0.00998645168764533,1000,7.155823382019997,3.0408740043640137
191,-135.1930195179788,-170.87013208110767,0.00998645168764533,1000,4.451547460108995,2.961369037628174
192,-176.5002056878123,-170.97875284060592,0.00998645168764533,188,2.674134004940378,0.5610489845275879
193,-115.07985444124634,-170.80445006953076,0.00998645168764533,182,5.092006780780279,0.5398478507995605
194,-176.24229146349882,-171.3586803556972,0.00998645168764533,98,5.178461596065638,0.3060941696166992
195,-144.7647106058667,-171.4590198311114,0.00998645168764533,168,7.515360859887941,0.5316088199615479
196,-120.09298800734437,-171.05668623010558,0.00998645168764533,1000,8.179883753985166,3.1213603019714355
197,-155.58733361678085,-171.06168725058262,0.00998645168764533,112,11.555161585765225,0.3452942371368408
198,-119.83124722787326,-170.76296014526733,0.00998645168764533,199,6.3014944767832155,0.6175618171691895
199,-171.73852743181067,-170.62081822902317,0.00998645168764533,122,11.779725440212937,0.418475866317749
200,-156.1654046687782,-170.54011501595224,0.00998645168764533,1000,8.024467757493257,2.984992027282715
201,-160.639740953284,-170.46092681960286,0.00998645168764533,1000,7.917456541001797,3.0307281017303467
202,-181.94145291057765,-170.62251848238486,0.00998645168764533,217,4.334492099312594,0.6423420906066895
203,-196.16812960515935,-170.9109209161497,0.00998645168764533,584,8.57984469279851,1.7746191024780273
204,-167.54276095174535,-170.58733842019802,0.00998645168764533,166,7.923282859914274,0.49518299102783203
205,-158.95737914696488,-170.71596584444652,0.00998645168764533,118,6.912584719011339,0.35039401054382324
206,-167.09743707711942,-169.63999470132975,0.00998645168764533,175,9.68854606458119,0.5159430503845215
207,-131.11432251445484,-169.74463052927516,0.00998645168764533,329,11.844673571343842,0.9754941463470459
208,-136.778452913421,-169.3573348955557,0.00998645168764533,226,11.791039910200423,0.7013003826141357
209,-132.53701919067205,-169.20819840894478,0.00998645168764533,167,11.68063575814584,0.5175342559814453
210,-87.58451667089302,-168.54414016823387,0.00998645168764533,1000,12.103626060992479,3.791329860687256
211,-168.81370781006822,-168.78472928620812,0.00998645168764533,116,7.741064396397821,0.35758209228515625
212,-176.7841618127984,-169.15845909786142,0.00998645168764533,233,12.296244856625668,0.737328052520752
213,-174.16401026278288,-169.39216174079823,0.00998645168764533,181,8.090933902816877,0.5526809692382812
214,-191.60394238331207,-170.04546651800013,0.00998645168764533,459,12.076891621668095,1.3872878551483154
215,-178.86662379373513,-170.64110271331288,0.00998645168764533,542,12.426718846403364,1.6511077880859375
216,-168.19590484897975,-170.85447889139897,0.00998645168764533,126,13.101994450603213,0.38559889793395996
217,-158.73190332873426,-170.12618523305497,0.00998645168764533,133,17.135627959007607,0.4038710594177246
218,-110.49961236576264,-169.80455775818191,0.00998645168764533,1000,14.987359281301499,2.906968116760254
219,-206.5603686513039,-170.0362618757148,0.00998645168764533,679,13.787366572202393,1.9552290439605713
220,-168.75059642061342,-170.3686456831163,0.00998645168764533,165,7.5974518927660855,0.4675147533416748
221,-137.05205132553942,-167.9711794351523,0.00998645168764533,1000,11.111519069552422,2.872781991958618
222,-156.80119530688046,-167.9476356552424,0.00998645168764533,447,10.246305326754081,1.2884860038757324
223,-220.61080641273622,-169.14501759006973,0.00998645168764533,219,10.23788618306591,0.6323611736297607
224,-173.16316671091553,-169.2612804559204,0.00998645168764533,424,8.340247953837773,1.2683899402618408
225,-173.54533565250836,-168.4361692102307,0.00998645168764533,115,13.788815707227458,0.34453487396240234
226,-136.03185431901014,-167.80892091258463,0.00998645168764533,1000,10.496668129533528,2.9181697368621826
227,-199.51346233831703,-166.94332106457142,0.00998645168764533,287,12.000350056624994,1.07808518409729
228,-109.80986464041129,-165.60188624937962,0.00998645168764533,198,13.89949067764812,0.8137438297271729
229,-198.99611867975747,-165.34589481445659,0.00998645168764533,357,15.166502224631003,1.0859897136688232
230,-123.08590294689671,-164.2041826276021,0.00998645168764533,258,9.261968852475633,0.7685050964355469
231,-198.61117810197328,-164.9893236875632,0.00998645168764533,271,9.339326587770257,0.804405927658081
232,-164.2219972470998,-165.6562480882182,0.00998645168764533,411,11.020558526771202,1.2018928527832031
233,-123.58694783445821,-165.8402320683339,0.00998645168764533,205,9.03887436913281,0.6006510257720947
234,-197.0816483280866,-166.55019868819494,0.00998645168764533,242,13.914084120476542,0.7250759601593018
235,-150.43833440254727,-166.53408648591412,0.00998645168764533,236,8.190355766627748,0.6915369033813477
236,-173.2633973775098,-166.72903723861447,0.00998645168764533,1000,12.521952503710985,3.047914981842041
237,-135.8734766837781,-166.78345420233822,0.00998645168764533,1000,11.828877975046634,3.1053638458251953
238,-182.60435596576528,-166.3606929772103,0.00998645168764533,108,5.984881840922214,0.3493518829345703
239,-194.0065425617171,-164.75203775208792,0.00998645168764533,142,5.749973588216473,0.40999722480773926
240,-125.78469477779682,-163.2416121043197,0.00998645168764533,1000,8.779548704981805,2.9681191444396973
241,-128.53430347257284,-162.7661217916623,0.00998645168764533,175,5.530965532234736,0.5157370567321777
242,-111.75270196541125,-161.97836837149197,0.00998645168764533,1000,7.097980747789144,3.481729030609131
243,-167.89445769951737,-162.22945524966218,0.00998645168764533,136,6.715252170010524,0.4062836170196533
244,-159.48379042569263,-161.8939840933611,0.00998645168764533,635,7.245973196226781,2.698129177093506
245,-187.98298476848402,-161.48940189193,0.00998645168764533,142,9.260908073102923,0.4847412109375
246,-200.2439329308791,-161.87412034856888,0.00998645168764533,134,8.356094715310567,0.4305117130279541
247,-126.76584514762018,-161.47527005051708,0.00998645168764533,1000,8.040484356969595,3.9872570037841797
248,-180.026597532118,-161.5187465513058,0.00998645168764533,208,8.856804273162897,0.839759111404419
249,-199.2132590636749,-161.83913399835518,0.00998645168764533,97,5.869328697317655,0.39487791061401367
250,-151.40368112889558,-162.21932805217958,0.00998645168764533,323,7.283156879084768,1.2964260578155518
251,-143.32550784044733,-162.548317495818,0.00998645168764533,1000,7.894478556394577,3.8740267753601074
252,-244.13807841561973,-164.02777538742248,0.00998645168764533,777,6.236825372338141,2.9565532207489014
253,-109.92534590407247,-163.69210377661517,0.00998645168764533,283,5.686596627686133,1.037705898284912
254,-122.42418696546255,-163.35626949783472,0.00998645168764533,1000,5.332020627915859,3.674215078353882
255,-165.7688310667556,-161.99352939313596,0.00998645168764533,219,3.5902920433375387,0.7966830730438232
256,-353.5296497644905,-164.34554853273792,0.00998645168764533,769,4.639799996454787,2.7860898971557617
257,-191.01966140042413,-164.11593790537415,0.00998645168764533,307,4.650545724245935,1.1183280944824219
258,-278.5668776830084,-165.41302653738308,0.00998645168764533,717,4.957086775051833,2.596428871154785
259,-180.317366341622,-166.0092346503459,0.00998645168764533,129,4.984117573545885,0.45769309997558594
260,-182.3015077234919,-166.593379894047,0.00998645168764533,103,5.009550408541577,0.36910510063171387
261,-194.51237976244198,-166.97892810401288,0.00998645168764533,299,3.8839970565958564,1.0803802013397217
262,-178.379708566057,-166.22035065516096,0.00998645168764533,118,5.1027837458808545,0.43183207511901855
263,-153.23494014383277,-166.79706683730373,0.00998645168764533,335,6.004738722452477,1.2226660251617432
264,-281.0402214086618,-167.71048224081403,0.00998645168764533,951,6.069769911052802,3.450366973876953
265,-110.18305262337545,-166.7551836017181,0.00998645168764533,1000,5.118239093035459,3.6069960594177246
266,-156.67740871142058,-166.29136492374064,0.00998645168764533,368,3.6291884730529524,1.3289210796356201
267,-177.17244852473917,-166.82677160766013,0.00998645168764533,123,3.261403026134987,0.44838690757751465
268,-187.87812190606172,-167.67734661818176,0.00998645168764533,113,8.240065365766002,0.40372586250305176
269,-207.6535859078155,-168.20644274899274,0.00998645168764533,263,6.106890151822522,0.9602899551391602
270,-262.8250565537893,-169.2297461201987,0.00998645168764533,448,6.291727541280644,1.6217479705810547
271,-179.78025333105595,-168.3077325880947,0.00998645168764533,1000,6.310766971468926,3.6466360092163086
272,-235.68431455362736,-169.38766202968947,0.00998645168764533,667,6.008802325382404,2.407248020172119
273,-91.9267629511787,-168.76760272739972,0.00998645168764533,1000,6.016886575579643,3.611877679824829
274,-173.34887941296245,-168.8273780917938,0.00998645168764533,127,5.5512779448914715,0.45464015007019043
275,-144.93478705525712,-168.28213017501324,0.00998645168764533,222,8.132872236204577,0.7997539043426514
276,-238.2898926037747,-168.8675941625613,0.00998645168764533,173,6.141244744634353,0.635235071182251
277,-148.3980376360102,-168.7679439156949,0.00998645168764533,225,6.117440258132087,0.8152379989624023
278,-180.03754168756092,-169.1711002879423,0.00998645168764533,106,9.211267684990505,0.3919811248779297
279,-166.84943775328617,-169.19163338417945,0.00998645168764533,138,8.214171809130821,0.5009200572967529
280,-177.0442101241594,-166.64246477717677,0.00998645168764533,177,9.01725811338694,0.6404142379760742
281,-176.36690772904151,-167.3496324570555,0.00998645168764533,153,5.008333814299964,0.5574517250061035
282,-247.52426529030996,-168.3118955374587,0.00998645168764533,748,8.470113613787182,2.6818060874938965
283,-174.31092730349403,-168.77677813531653,0.00998645168764533,1000,7.354002805352211,4.916209936141968
284,-172.6471737589212,-169.05791993105495,0.00998645168764533,133,2.9408775850346216,0.6554958820343018
285,-266.6964555528688,-169.90896764354395,0.00998645168764533,767,8.113810350329189,3.5257411003112793
286,-166.81398827968513,-170.220727982032,0.00998645168764533,122,9.337901988478958,0.3796708583831787
287,-145.5075200914606,-170.401437473232,0.00998645168764533,1000,7.737312726736069,3.1535239219665527
288,-169.28945561812182,-170.18712545263207,0.00998645168764533,133,8.676071244074887,0.44370269775390625
289,-176.24413888057393,-170.08603573266456,0.00998645168764533,230,5.606288329414699,0.8953201770782471
