episode,score,avg_score_100,epsilon,episode_steps,mean_loss,duration_s
1,-209.34715044888833,-209.34715044888833,0.7705488893118823,115,1.8332117589620442,0.3003723621368408
2,-214.7279005751085,-212.0375255119984,0.4159480862733536,123,47.45505482588357,0.4051849842071533
